text,id,all_categories,all_ate,all_polarities,data_origin,text_cleaned,all_categories_old
"Nu se face indeajuns aprovizionarea stocului cu unele  articole de încălțăminte pt adulți, mărimi mici 39,40,41. Aceeași problemă la stocul cu articole de îmbrăcăminte și încălțăminte băieți, stoc insuficient cu îmbrăcăminte de 4-5 ani și încălțăminte mărimi 26-27. De cate ori am fost in cursul săptămânii, in special luni sau marți, ( pe weekend lucrez) nu am găsit aproape nimic.",414581,shop diversity,"Nu se face indeajuns aprovizionarea stocului cu unele articole de încălțăminte pt adulți, mărimi mici 39,40,41. Aceeași problemă la stocul cu articole de îmbrăcăminte și încălțăminte băieți, stoc insuficient cu îmbrăcăminte de 4-5 ani și încălțăminte mărimi 26-27. De cate ori am fost in cursul săptămânii, in special luni sau marți, ( pe weekend lucrez) nu am găsit aproape nimic.",Negative,manual,"Nu se face indeajuns aprovizionarea stocului cu unele articole de încălțăminte pt adulți, mărimi mici 39,40,41. Aceeași problemă la stocul cu articole de îmbrăcăminte și încălțăminte băieți, stoc insuficient cu îmbrăcăminte de 4-5 ani și încălțăminte mărimi 26-27. De cate ori am fost in cursul săptămânii, in special luni sau marți, ( pe weekend lucrez) nu am găsit aproape nimic.",shop diversity
"Nu recomanda, am cumparat Cumulus 17 si dupa 70km, cumparati pe 17 Mai, deja s-a rupt plasa la amandoi.Am mai dat si 450 ron cu gandul ca voi cumpara calitate.Cel putin au 2 ani garantie.Ma voi duce la magazin si sa vad ce rrezolv cu garantia.",414582,product; price; quality; return warranty,"Nu recomanda, am cumparat Cumulus 17 si dupa 70km, cumparati pe 17 Mai, deja s-a rupt plasa la amandoi.;Nu recomanda, am cumparat Cumulus 17 si dupa 70km, cumparati pe 17 Mai, deja s-a rupt plasa la amandoi.Am mai dat si 450 ron cu gandul ca voi cumpara calitate.;Nu recomanda, am cumparat Cumulus 17 si dupa 70km, cumparati pe 17 Mai, deja s-a rupt plasa la amandoi.Am mai dat si 450 ron cu gandul ca voi cumpara calitate;Cel putin au 2 ani garantie.",Negative; Negative; Negative; Positive,manual,"Nu recomanda, am cumparat Cumulus 17 si dupa 70km, cumparati pe 17 Mai, deja s-a rupt plasa la amandoi.Am mai dat si 450 ron cu gandul ca voi cumpara calitate.Cel putin au 2 ani garantie.Ma voi duce la magazin si sa vad ce rrezolv cu garantia.",product;price;quality;return warranty
"Produsele erau nearanjate la raft, întreg magazinul are un aspect dezordonat.Nu exista indicator de intrare spre magazin.",414583,shop organization; service,"Produsele erau nearanjate la raft, întreg magazinul are un aspect dezordonat.;Nu exista indicator de intrare spre magazin.",Negative; Negative,manual,"Produsele erau nearanjate la raft, întreg magazinul are un aspect dezordonat.Nu exista indicator de intrare spre magazin.",shop organization;service
aştept de câteva luni un răspuns referitor la acordarea unei compensări pentru faptul că am comandat o anume bicicletă şi am fost chemat să ridic alta.,414584,service,aştept de câteva luni un răspuns referitor la acordarea unei compensări pentru faptul că am comandat o anume bicicletă şi am fost chemat să ridic alta.,Negative,manual,aștept de câteva luni un răspuns referitor la acordarea unei compensări pentru faptul că am comandat o anume bicicletă și am fost chemat să ridic alta.,service
"Pregatirea personalului lasa mult de dorit, la fel si dorinta de a ajuta clientul si de a oferi asistenta. Am intrebat un dintre fetele de pe raion daca este disponibila in magazin o anumita marime si mi-a spus ca nu. Am facut comanda online vineri dupa ora 13 si sambata dimineata m-am dus din nou in magazin pentru a cauta un alt produs. Pe raionul de incaltaminte sport era si produsul pe care l-am cautat cu o zi in urma si despre care mi s-a spus ca este indisponibil. Aceeasi persona mi-s spus ca livrarea in magazin a unei comenzi online dureaza intre 10 si 14 zile.",414585,staff competency; delivery,"Pregatirea personalului lasa mult de dorit, la fel si dorinta de a ajuta clientul si de a oferi asistenta. Am intrebat un dintre fetele de pe raion daca este disponibila in magazin o anumita marime si mi-a spus ca nu. Am facut comanda online vineri dupa ora 13 si sambata dimineata m-am dus din nou in magazin pentru a cauta un alt produs. Pe raionul de incaltaminte sport era si produsul pe care l-am cautat cu o zi in urma si despre care mi s-a spus ca este indisponibil. Aceeasi persona mi-s spus ca livrarea in magazin a unei comenzi online dureaza intre 10 si 14 zile.;Aceeasi persona mi-s spus ca livrarea in magazin a unei comenzi online dureaza intre 10 si 14 zile.",Negative; Negative,manual,"Pregatirea personalului lasa mult de dorit, la fel si dorinta de a ajuta clientul si de a oferi asistenta. Am intrebat un dintre fetele de pe raion daca este disponibila in magazin o anumita marime si mi-a spus ca nu. Am facut comanda online vineri dupa ora 13 si sambata dimineata m-am dus din nou in magazin pentru a cauta un alt produs. Pe raionul de incaltaminte sport era si produsul pe care l-am cautat cu o zi in urma si despre care mi s-a spus ca este indisponibil. Aceeasi persona mi-s spus ca livrarea in magazin a unei comenzi online dureaza intre 10 si 14 zile.",staff competency;delivery
"Buna ziua, am vrut sa fac comanda la 2 produse si sa le achit , urmanda sa le primesc la adresa si nu au stiut sa ma ajute",414586,staff competency,"Buna ziua, am vrut sa fac comanda la 2 produse si sa le achit , urmanda sa le primesc la adresa si nu au stiut sa ma ajute",Negative,manual,"Buna ziua, am vrut sa fac comanda la 2 produse si sa le achit , urmanda sa le primesc la adresa si nu au stiut sa ma ajute",staff competency
"Dupa ce am asteptat o saptamana sa vina o pipa pentru bicicleta de la un depozit din Craiova, nu m-a sunat nimeni, am sunat eu si am aflat ca mai dureaza 2 saptamani. Mi-am retras bicicleta si mi-am inlocuit piesa in alta parte.Pipa doream sa inlocuiasca o pipa mai veche, defecta in garantie, cumparata tot de la Decathlon.Zona de preluare a bicicletelor este prea mica, aglomerata, iar personalul este depasit. Cu toate astea sunt amabili si calmi.",414587,product; shop organization; environment; staff competency; service,"Mi-am retras bicicleta si mi-am inlocuit piesa in alta parte.Pipa doream sa inlocuiasca o pipa mai veche, defecta in garantie, cumparata tot de la Decathlon;Zona de preluare a bicicletelor este prea mica,;aglomerata;personalul este depasit. Cu toate astea sunt amabili si calmi.;Dupa ce am asteptat o saptamana sa vina o pipa pentru bicicleta de la un depozit din Craiova, nu m-a sunat nimeni, am sunat eu si am aflat ca mai dureaza 2 saptamani. Mi-am retras bicicleta si mi-am inlocuit piesa in alta parte.",Negative; Negative; Negative; Positive; Negative,manual,"Dupa ce am asteptat o saptamana sa vina o pipa pentru bicicleta de la un depozit din Craiova, nu m-a sunat nimeni, am sunat eu si am aflat ca mai dureaza 2 saptamani. Mi-am retras bicicleta si mi-am inlocuit piesa in alta parte.Pipa doream sa inlocuiasca o pipa mai veche, defecta in garantie, cumparata tot de la Decathlon.Zona de preluare a bicicletelor este prea mica, aglomerata, iar personalul este depasit. Cu toate astea sunt amabili si calmi.",product;shop organization;environment;staff competency;service
Nu se regasesc in magazin nici 50% din modelele de pe site ul decathlon,414588,shop diversity; shop organization,Nu se regasesc in magazin nici 50% din modelele de pe site ul decathlon;Nu se regasesc in magazin nici 50% din modelele de pe site ul decathlon,Negative; Negative,manual,Nu se regasesc in magazin nici 50% din modelele de pe site ul decathlon,shop diversity;shop organization
"Desi am comandat aceste incaltari cu un numar mai mare, in lungime erau ficsi dar erau putin stramti lateral. I-am incaltat erau foarte rigizi. I-am purtat foarte putin de la magazin pana acasa si am simtit o usturime din cauza rigiditatii.",414589,product,"Desi am comandat aceste incaltari cu un numar mai mare, in lungime erau ficsi dar erau putin stramti lateral. I-am incaltat erau foarte rigizi. I-am purtat foarte putin de la magazin pana acasa si am simtit o usturime din cauza rigiditatii.",Negative,manual,"Desi am comandat aceste incaltari cu un numar mai mare, in lungime erau ficsi dar erau putin stramti lateral. I-am incaltat erau foarte rigizi. I-am purtat foarte putin de la magazin pana acasa si am simtit o usturime din cauza rigiditatii.",product
"Ma asteptam sa gasesc si alte produse in acest magazin, fata de celelalte. Cum se face ca pe site gasesti o multitudine de produse, iar in magazin nu gasesti mare lucru? Cabinele de schimb insuficiente....doar nu vreti sa stau la coada sa pot proba (cum faceau altii)? Copiii ar trebui tinuti sub control, pt ca nu odata m-am ferit sa nu ma accidenteze unul. Si apropos...stiti in cat timp se recupereaza un tendon ahilian? Daca nu ati primit reclamatii sau n-ati fost dati in judecata pana acum se poate considera noroc! Doresc sa luati aminte si sa nu va bateti joc de acest brand!",414590,shop diversity; shop organization; service; environment,"Ma asteptam sa gasesc si alte produse in acest magazin, fata de celelalte. Cum se face ca pe site gasesti o multitudine de produse, iar in magazin nu gasesti mare lucru?;Cum se face ca pe site gasesti o multitudine de produse, iar in magazin nu gasesti mare lucru?;Cabinele de schimb insuficiente....doar nu vreti sa stau la coada sa pot proba (cum faceau altii)?;Copiii ar trebui tinuti sub control, pt ca nu odata m-am ferit sa nu ma accidenteze unul. Si apropos...stiti in cat timp se recupereaza un tendon ahilian? Daca nu ati primit reclamatii sau n-ati fost dati in judecata pana acum se poate considera noroc! Doresc sa luati aminte si sa nu va bateti joc de acest brand!",Negative; Negative; Negative; Negative,manual,"Ma asteptam sa gasesc si alte produse in acest magazin, fata de celelalte. Cum se face ca pe site gasesti o multitudine de produse, iar in magazin nu gasesti mare lucru? Cabinele de schimb insuficiente....doar nu vreti sa stau la coada sa pot proba (cum faceau altii)? Copiii ar trebui tinuti sub control, pt ca nu odata m-am ferit sa nu ma accidenteze unul. Si apropos...stiti in cat timp se recupereaza un tendon ahilian? Daca nu ati primit reclamatii sau n-ati fost dati in judecata pana acum se poate considera noroc! Doresc sa luati aminte si sa nu va bateti joc de acest brand!",shop diversity;shop organization;service;environment
"Am cumpărat o trotineta play5 care scotea un zgomot f mare. Prin amabilitatea personalului am reușit sa o schimb repede cu un model superior, care tot zdrangane, dar mai puțin. Toate aceste servicii ok au fost anulate de experienta de la casa: casa 2 nu avea numarator de bancnote și a fost blocata 10minute cât am așteptat, casa 3 astepta pe cineva sa mai cumpere ceva din magazin și sa verifice un pret, drept urmare mergeau 2case.cand mi-a venit rândul la casa 2(ghinion) angajatul mi-a zis ca nu mai are unde sa puna banii numarati și sa merg la casa 1, la casa 1 fata de acolo a zis ca sa merg la alta casa pt ca ea """"merge sa facă o garanție"""" No coment",414591,product; staff competency; service,"Am cumpărat o trotineta play5 care scotea un zgomot f mare. Prin amabilitatea personalului am reușit sa o schimb repede cu un model superior, care tot zdrangane, dar mai puțin.;Prin amabilitatea personalului am reușit sa o schimb repede cu un model superior, care tot zdrangane, dar mai puțin;Toate aceste servicii ok au fost anulate de experienta de la casa: casa 2 nu avea numarator de bancnote și a fost blocata 10minute cât am așteptat, casa 3 astepta pe cineva sa mai cumpere ceva din magazin și sa verifice un pret, drept urmare mergeau 2case.cand mi-a venit rândul la casa 2(ghinion) angajatul mi-a zis ca nu mai are unde sa puna banii numarati și sa merg la casa 1, la casa 1 fata de acolo a zis ca sa merg la alta casa pt ca ea """"merge sa facă o garanție"""" No coment;oate aceste servicii ok au fost anulate de experienta de la casa: casa 2 nu avea numarator de bancnote și a fost blocata 10minute cât am așteptat, casa 3 astepta pe cineva sa mai cumpere ceva din magazin și sa verifice un pret, drept urmare mergeau 2case.cand mi-a venit rândul la casa 2(ghinion) angajatul mi-a zis ca nu mai are unde sa puna banii numarati și sa merg la casa 1, la casa 1 fata de acolo a zis ca sa merg la alta casa pt ca ea """"merge sa facă o garanție"""" ",Negative; Negative; Negative; Negative,manual,"Am cumpărat o trotineta play5 care scotea un zgomot f mare. Prin amabilitatea personalului am reușit sa o schimb repede cu un model superior, care tot zdrangane, dar mai puțin. Toate aceste servicii ok au fost anulate de experienta de la casa: casa 2 nu avea numarator de bancnote și a fost blocata 10minute cât am așteptat, casa 3 astepta pe cineva sa mai cumpere ceva din magazin și sa verifice un pret, drept urmare mergeau 2case.cand mi-a venit rândul la casa 2(ghinion) angajatul mi-a zis ca nu mai are unde sa puna banii numarati și sa merg la casa 1, la casa 1 fata de acolo a zis ca sa merg la alta casa pt ca ea """"merge sa facă o garanție"""" No coment",product;staff competency;service;staff competency
"Recomand sa se aduca produse mai multe pentru un anume tip de produs. Produsele de la raft sa fie doar pentru  proba, pentru cumparare sa fie alte produse in spate.  Multumesc.",414592,shop diversity; shop organization,"Recomand sa se aduca produse mai multe pentru un anume tip de produs;Produsele de la raft sa fie doar pentru proba, pentru cumparare sa fie alte produse in spate.",Negative; Negative,manual,"Recomand sa se aduca produse mai multe pentru un anume tip de produs. Produsele de la raft sa fie doar pentru proba, pentru cumparare sa fie alte produse in spate. Multumesc.",shop diversity;shop organization
