absa_input,absa_target,data_origin
"Ar trebui sa existe mai multe produse in magazine si la preturi reduse, deoarece ati avut un eveniment special, dar nu l-am putut folosi pentru ca nu am gasit ce cumparasi cu bani pe magazinul dumneavoastra. Asa cum am scris pana acum voi reveni data viitoare cu o pozativitate diferita daca se va schimba starea lucrurilor...deci sper!",promotions is negative; shop diversity is negative,quad2text_trained
"Am primit un produs de calitate inferioara comparativ cu cel vizualizat pe site (maica din piele). Am comandat si alta marime pentru fiul meu dar la livrare mi s-a spus ca nu mai erau in stoc aceasta dimensiune - am luat ce aveam eu, desi vroiam sa-l imi aduc acasa pe al lui! De obicei sunt foarte multumita de serviciile dvs.!",delivery is negative,quad2text_trained
Personalul din magazin nu este informat in ceea ce priveste produsele si nu prea ii intereseaza sa raspunda la intrebarile clientilor. Nu exista nici o disponibilitate de a ajuta un client cu probleme sau întrebări.,staff availability is negative; staff competency is negative,quad2text_trained
Prețurile sunt foarte mari la anumite produse și ar trebui să fie o diferență mare între marfa de specialitate si cea sportivă în ceea ce privește prețul. Am fost mulțumiți totuși ca am găsit multe articole pe care le căutam dar nu erau disponibile in magazinii locale din zona noastră,price is negative; shop organization is positive,quad2text_trained
"Personalul nu stia cum se foloseste un produs pentru cei care nici măcar nu au vazut inainte ca exista astfel de produse...m-am dus sa cumpar o pereche de manusi si mi s-a explicat ca trebuie puseti la masina pt a va simti vantul pe mainile dvs....ce vrei degeaba cu pantofii!Daca as fi fost singuram puteam cere recomandari mai bune. Sper ca acum e personal suficient...nu este vorba doar de mine si despre alti clienti fara idee.Dupa vizita mea am invatat pe internet cum sa ma imbrac cu pantofi :) Multumesc Decathlon, voi reveni dar mai informat!!!",staff availability is negative,quad2text_trained
Am achizitionat produse in decembrie si nu am primit nimic pana acum (luna martie). Produsul pe care l-am comandat era la raft dar magazinul trebuia sa-l expedia singur. Ar fi mai bine daca ar avea toate marimile disponibile pentru preluare deoarece livrarea se face foarte incet iar noi plătim costuri suplimentare. Multumesc!,shop diversity is negative; delivery is negative,quad2text_trained
"Am comandat o pereche de adidasi la inceputul lunii februarie si nu i-am primit niciodata. Am fost contactata de doua ori din partea magazinului care mi-a spus ca problema e in livrare dar astazi (10 martie) tot astept...Sper sa ajunga in curanda cand am facut deja rezervarile cu prietenii pentru primavara...Mai mult decit atat este dezamagitor faptul ca pe site apare """"Livrat""""....Nu stiu cum ar trebui sa acoperez cheltuiala produsei cumparate daca aceasta s-ar pierde sau se intorce?",delivery is negative,quad2text_trained
am comandat produse de la dvs pentru un eveniment si am fost dezamagit ca nu au ajuns pana in ziua respectiva.. din pacate serviciile d-voastra sunt foarte slabe și neîncrezătoare,delivery is negative; service is negative; staff competency is negative,quad2text_trained
"Am vizitat magazinul din Cluj cu intenția de a achizitiona o pereche de pantaloni trekking pentru sezonul iarna si am fost multumit de produs și servicii. Produsele sunt de calitate bună și la un pret corect, iar personalul e foarte drăguț, cunoscător în probleme tehnice legate de produse. As recomanda acestui magazin oricui cauta sa gaseasca ceva special pe tema aventurii sau sportului in aer liber. Sper să pot reveni in viitor!",staff competency is positive; staff availability is positive; shop diversity is positive; price is positive; quality is positive,quad2text_trained
"Am cumparat aceste pantaloni pentru copilul meu si sunt foarte usor de purtat, nu se împotmolesc in ele si au o talie elastică care lasa sa intre aer (pentru ca am citit pe site că sunt impermeabile), și m-am simțit sigur în legatura cu faptul ca pot sta lângă lac sau orice corp de apă la soare fara să-mi fac griji pentru apa care intra prin tivuri. Cu toate că ești protejat ai totuși nevoie de un strat suplimentar sub ele,mai mult decât atât dacă vrei să te calci repede după ce s-a terminat baia... În general recomand",security is positive,quad2text_trained
Produsele sunt la preturi ok si se gasesc produse de toate varietatile...multumesc pentru acest magazin! :),price is positive; shop diversity is positive,quad2text_trained
Am luat un produs care nu era in stoc si am primit-o la trei zile de cand mi-am facut comanda pe site. Multumesc Decathlon!,service is positive,quad2text_trained
Personalul de la Decathlon este foarte amabil si util in orice moment! Un loc minunat pentru un exercitiu fizic sau doar o activitate distractiva cu prietenii si familia! Recomand cu incredere acest magazin!,environment is positive; staff competency is positive; staff availability is positive,quad2text_trained
"Sunt un cumparator frecvent la magazinul Decathlon Bucuresti - Drumul Magistralului Nord si am constatat ca preturile de pe raft nu se potrivesc cu cele din reclamele care sunt plasate in interiorul magazinelor sau afisat pe site-ul dvs.Preturi prea mari! De exemplu pantofii pentru copiii mici (de toamna/iarna) erau la 79 lei iar acum costau aproximativ 149-159 lei.Daca exista o promoție este posibil sa fii indus intr-o iluzia că îi cumperi ieftini dar cand ajungi acasa te vezi bătut și ai pierdut mult timp.Aceasta e ultima data când voi mai participa la orice evenimente organizate de dumneavoastra!Nu recomand decathlon.com doar din aceste motive.Cum să schimbați ceva? Adică poate sa puneti la fel de mare pret în magazine cat este real? Sincer, vreau să cred ca mi-aș putea permite marfa dvs.,dar sincer... nu",price is negative; promotions is negative,quad2text_trained
Multe produse de sezon sunt disponibile si exista posibilitatea sa achizitionati tot ce aveeti nevoie pentru vara sau iarna. Foarte recomandat! :),shop diversity is positive,quad2text_trained
Buna ziua!Am fost la Decathlon in Cluj-Napoca sambata 7 mai cu familia si am cumparat o pereche de binocluri pentru copii pt excursiile din parcul natural. Am observat ca nu exista nici un semnal la raionul unde se aflau produsele achizitionate iar personalul care era prezent pe fata casei de marcat ne-a spus sa intrebam personalul din magazin daca avem probleme (era evident ca aveam). Sper sa rezolvati aceasta problema astfel incat clientii sa fie indreptiti catre persoanele potrivite pt solutia problemelor lor. Vă mulțumim!,environment is negative; staff competency is negative,quad2text_trained
Un echipament de gheata foarte bun si confortabil pentru schi alpin pe terenuri variate (zăpadă neagră pana la nisip). Pielea este foarte moale dar impermeabila si regleaza bine temperatura corpului in zona taliei unde se afla pielea. O singura problema - nu am putut s-o fixez cat mai aproape de piciorul din spate datorita materialului de placare care face dificil accesul spre zonele cu placa de piele. La un alt client de acasa i-a venit sa fie reparat dupa doar cateva zile ca acesteia ii era incomod și ea. Singurii oameni care au fost în măsură să îl monteze corect sunt mecanici profesioniști!,misc is neutral,quad2text_trained
"Mai multe produse in stoc, personal mai bine pregatit, servicii de tip la casa...de exemplu, o persoana care vinde biciclete si nu se poate descurca deloc cu ele? Nu am putut fi ajuta sa fac schimbarea pe echipamentul meu si mi s-a recomandat ca sa mearg eu acasa sa ma ocup singur de el (ce ar trebui face un client de mine?)! Am reusit totusi sa gasesc alti angajati ai magazinului dvs. dar foarte agresivi și neprofesionisti....nu am vrut decât să-mi cumpere ceva de la tine și am plecat fără nimic! Cu siguranța va vizitez din nou magazinul vostru doar după ce veți aborda aceste probleme. Multumesc!",staff availability is negative; shop diversity is negative; staff competency is negative; service is negative,quad2text_trained
"Sunt mereu dezamagita de lipsa personalului pe tot parcursul anului in magazinele din Bucuresti. Nu sunt disponibili la telefon si nu este posibil sa fii informat daca produsele tale au ajuns sau nu. As vrea o mai mare atentie asupra clientilor...as vrea ca magazinul Decathlon sa se deschida cu orele fixe ca in restul lumii, iar personalul care era prezent doar vara,sa fie permanent acolo.",environment is negative; staff availability is negative,quad2text_trained
Am fost impresionat de gama si calitatea produselor expuse in magazinul dumneavoastra. Sper ca sa nu se schimbe asta atunci cand deschideti altul la Cluj-Napoca! Multumesc!,shop organization is positive; shop diversity is positive,quad2text_trained
"Nu am gasit produsul pe care il cautam si din pacate nici o persoana de la raion nu stia sa ma ajute in cautarea mea.Am fost foarte dezamagit pentru ca trebuiau luate unele măsuratori și eu eram singur acolo.De obicei mi se face mult plăcere atunci cand vizitez Decathlon,pentru că e un magazin bun cu personal calificat...de data aceasta sunt mai trist...nu prea recomand acest raion...sper ca voi putea reveni si vezi ce va spun.Vă mulțumesc!Sinceră recunoștință!",shop diversity is negative; staff availability is negative,quad2text_trained
Prețuri accesibile produse de calitate și un magazin bine organizat cu o varietate mare de articole sportive!,price is positive; quality is positive; shop diversity is positive,quad2text_trained
"Sper sa gasesti in viitor produse mai diverse si la preturi foarte bune. As vrea ca marfa sa fie aproape de casele noastre astfel incat nu trebuie sa parcurgem distante mari pentru a ajunge acolo unde este cea mai buna oferta. In plus, daca poti cu toate acestea, adauga la vanzare o cantitate din articolele pe care le aveti deja disponibile, asadar ca eu am putut cumpara unul sau doua dintre ele. Dacă mi-ai putea spune când apare o noua livrare atunci ar fi perfect!",shop diversity is negative; promotions is negative,quad2text_trained
"Magazinul este situat in zona care nu dispune de facilitati turistice si peisaje pitorești, dar magazinul în sine își face treaba bine. Nu exista produsele dorite (în special echipamente sportive), iar pentru cele găsite trebuie să vizezi ceva mai scump și cu o calitate mai slabă decât se dorea... Cu toate acestea, sunt disponibile suficiente elemente pentru utilizarea locală.",environment is negative; shop diversity is positive,quad2text_trained
Nu am nicio plângere în legătură cu produsele de vânzare pe rafturi și nu sunt conștient de orice gândeală pentru care să le pot atribui un punct negativ. Doar atenția la calitatea materialelor folosite ar trebui îmbunătățită în continuare (în special marfa sport). Produsul cumparat se afla într-o stare mai rea decât cea descrisă in site.,shop diversity is positive,quad2text_trained
"Am fost sa cumpar bicicleta si ca era o zi de marime mare am stat la rând peste o ora (inainte sa vin eu). De fapt mi-a trebuit doar 15 minute dupa ce am ajuns in magazin pentru a achizitiona produsul... Daca toti clientii sunt disperati nu este nicio problema daca se pot face mai repede tranzactia.. In plus e un lucru bun sa aveti personal bine informatat, dar nu ar fi frumos sa-i inviti pe toți din lume să vina sa ne uzeze și noi pe el? As putea exista o limită de timp stabilită.... La final sunt multumit! Bucurați-vă în continuare!",price is positive; staff availability is negative; service is positive,quad2text_trained
