text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned,cmlm_text
"Propun Implementarea tipului de Management Kaizen in toate zonele. As incepe cu organizarea de Santiere 5S in zona caselor de marcat (aici se creeaza blocaje - am avut cel putin o situatie in care am plecat fara sa cumpar datorita acestui fapt). As acorda o atentie marita modului in care sunt prezentate produsele noi. Ar fi interesant ca in perioada sarbatorilor sa aveti reduceri semnificative si sa introduceti tura de noapte. Cred ca se mai pot imbunatatii lucrurile si in sfera curateniei. Am avut situatii in care pretul de la raft nu coincidea cu pretul de la casa de marcat - in acest sens trebuie stabilite reguli exacte, personalul trebuie instruit, iar responsabilul trebuie sa se asigure ca procesul decurge normal, trebuie sa se aloce volume de munca/operator care sa poata fi realizate - se poate stimula zona HR prin realizarea unui proiect intitulat simbolic Angajatul Lunii (sau oricum se doreste) care sa primeasca o prima pentru atingerea obiectvelor, initiativa, etc. Implementarea unui soft WMS prin care sa se poata evidentia activitatea fiecarui operator ... etc.",435072,"{'choices': ['environment - negative', 'promotions - negative', 'service - negative', 'shop organization - negative']}",26,environment; promotions; service; shop organization,environment; promotions; service; shop organization,Negative; Negative; Negative; Negative,manual,"Propun Implementarea tipului de Management Kaizen in toate zonele. As incepe cu organizarea de Santiere 5S in zona caselor de marcat (aici se creeaza blocaje - am avut cel putin o situatie in care am plecat fara sa cumpar datorita acestui fapt). As acorda o atentie marita modului in care sunt prezentate produsele noi. Ar fi interesant ca in perioada sarbatorilor sa aveti reduceri semnificative si sa introduceti tura de noapte. Cred ca se mai pot imbunatatii lucrurile si in sfera curateniei. Am avut situatii in care pretul de la raft nu coincidea cu pretul de la casa de marcat - in acest sens trebuie stabilite reguli exacte, personalul trebuie instruit, iar responsabilul trebuie sa se asigure ca procesul decurge normal, trebuie sa se aloce volume de munca/operator care sa poata fi realizate - se poate stimula zona HR prin realizarea unui proiect intitulat simbolic Angajatul Lunii (sau oricum se doreste) care sa primeasca o prima pentru atingerea obiectvelor, initiativa, etc. Implementarea unui soft WMS prin care sa se poata evidentia activitatea fiecarui operator ... etc.",". propun implementarea ideii de management kaizen in toate zonele. as incepe cu zona de santiere 5s in jurul caselor de marcat ( aici se creeaza blocaje - am avut cel putin o zi in care am plecat fara sa cumpar dovada pentrui fapt ). as acorda o grija sporita modului in care sunt facute produsele noi. ar fi bine ca in perioada sarbatorilor sa faceti reduceri semnificative si sa introduceti munca de noapte. cred ca se mai pot imbunatati lucrurile si in sfera muncii. am avut situatii in care pretul de la raft nu coincisea cu pretul de la locul de munca - in acest caz trebuie luate datei, el trebuie instruit, iar responsabilul tehnic sa se asigure ca procesul decurge normal, trebuie sa se aloce forta de munca / operator care sa poata fi platit - se poate stimula zona hr prin realizarea unui proiect intitulat : angajatul lunii ( sau oricum se doreste ) care sa primeasca o prima pentru performanta, cazare, etc. implementarea unui soft wms prin care sa se poata evidentia munca fiecarui operator... etc."
"Ca o precizare pentru aspectele negative, cele cateva produse de [sporturi de] iarna reduse cu greu puteau fi numire """"reduceri""""). Majoritatea aveau aceleasi preturi ca in decembrie.",435075,promotions - negative,26,promotions,promotions,Negative,manual,"Ca o precizare pentru aspectele negative, cele cateva produse de [sporturi de] iarna reduse cu greu puteau fi numire """"reduceri""""). Majoritatea aveau aceleasi preturi ca in decembrie.",". ca o precizrie pentru cele negative, cele cateva produse de [ sporturi de ] iarnat cu greu puteau fi numite "" "" ( "" "" ). majoritatea aveau aceleasi preturi ca in decembrie."
"Imi place mult deschiderea pentru activitati sports related - cursuri de invatat mersul pe bicicleta, ateliere de manevrabilitate si siguranta pentru copii, bike rodeo etc.",435079,service - positive,26,service,service,Positive,manual,"Imi place mult deschiderea pentru activitati sports related - cursuri de invatat mersul pe bicicleta, ateliere de manevrabilitate si siguranta pentru copii, bike rodeo etc.","- imi place mult deschiderea pentru activitati out club - cursuri de invatat mersul pe bicicleta, ateliere de sport si siguranta pentru copii, bike rodeo etc."
-reduceri de preturi pentru clientii fideli:-promotii la articolele de calitate.,435084,promotions - negative,26,promotions,promotions,Negative,manual,-reduceri de preturi pentru clientii fideli:-promotii la articolele de calitate.,: - reduceri de preturi pentru client fideli : - promot. la articolele de lux.
Lipsa personalului la raionul biciclete copiii pentru a fi îndrumați de modalitățile de achiziționare.,435087,staff availability - negative,26,staff availability,staff availability,Negative,manual,Lipsa personalului la raionul biciclete copiii pentru a fi îndrumați de modalitățile de achiziționare.,: vizita personalului la raionul biciclete copii pentru a fi siguri de modalitățile de achiziționare.
Sunt puțin nemulțumit de felul în care mi-au fost pregătite schiurile si clăparii! Nu prea vorbesc angajații dvoastra unii cu alții!,435091,"{'choices': ['staff competency - negative', 'service - negative']}",26,staff competency; service,staff competency; service,Negative; Negative,manual,Sunt puțin nemulțumit de felul în care mi-au fost pregătite schiurile si clăparii! Nu prea vorbesc angajații dvoastra unii cu alții!,! sunt puțin nemulțumit de felul în care mi - au fost tratați sie! nu prea vorbesc angajații dvoastra unii cu alții!
"Vizita a decurs foarte bine, reușind sa achiziționăm ceea ce ne-am propus.",435096,misc - neutral,26,misc,misc,Neutral,manual,"Vizita a decurs foarte bine, reușind sa achiziționăm ceea ce ne-am propus.",". vizita a decurs foarte bine, reușind sa facem ceea ce ne - am propus."
Buna! Atmosfera este intotdeauna primitoare. Personalul excelent! Preturi competitive. In schimb in acea zi cautam o vesta de inot pentru fiica mea. Ar fi fost nemaipomenit daca as fi gasit in varianta gonflabila. Succes si la mai multe vanzari!,435098,"{'choices': ['environment - positive', 'staff competency - positive', 'price - positive', 'shop diversity - negative']}",26,environment; staff competency; price; shop diversity,environment; staff competency; price; shop diversity,Positive; Positive; Positive; Negative,manual,Buna! Atmosfera este intotdeauna primitoare. Personalul excelent! Preturi competitive. In schimb in acea zi cautam o vesta de inot pentru fiica mea. Ar fi fost nemaipomenit daca as fi gasit in varianta gonflabila. Succes si la mai multe vanzari!,. buna! atmosfera este intotdeauna primitoare. pret excelent! tarife competitive. in schimb in acea zi cautam o vesta de iarna pentru fiica mea. ar fi fost super daca as fi gasit in varianta scurta. succes si la mai multe oferte!
Un magazin de exceptie. Ar trebui sa mai deschideti si in alte locatii.,435099,misc - neutral,26,misc,misc,Neutral,manual,Un magazin de exceptie. Ar trebui sa mai deschideti si in alte locatii.,. un pic de ajutor. ar trebui sa mai deschideti si in alte locatii.
Am facut comanda CNWXVPGKW in 03.05.2016 si nu stiu nimic de ea.,435106,service - negative,26,service,service,Negative,manual,Am facut comanda CNWXVPGKW in 03.05.2016 si nu stiu nimic de ea.,. am cumparat kw vpg18 in 03. 05. 2016 si nu stiu nimic de ea.
Decathlon oradea unul dintre cele mai bune magazine din tara bravo echipei oradea,435108,misc - neutral,26,misc,misc,Neutral,manual,Decathlon oradea unul dintre cele mai bune magazine din tara bravo echipei oradea,. decathln oradea unul dintre cele mai mari magazine din tara. echipei oradea
"Aveam un cupon pe mail , fapt care s-a mai întâmplat si in alte magazine si totuși nu a fost complicat sa bage un mail in pc si sa activeze bonusul primit . Mi s-a spus ca trebuie sa vin cu el printat ceea ce ar fi corect si conform cu ce scrie in mail . In alte magazine s-a putut face un efort . Aici a trebuit sa întreb eu daca nu cumva se poate folosi cardul de fidelitate . Pana la urma s-a rezolvat . Mulțumesc",435109,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,"Aveam un cupon pe mail , fapt care s-a mai întâmplat si in alte magazine si totuși nu a fost complicat sa bage un mail in pc si sa activeze bonusul primit . Mi s-a spus ca trebuie sa vin cu el printat ceea ce ar fi corect si conform cu ce scrie in mail . In alte magazine s-a putut face un efort . Aici a trebuit sa întreb eu daca nu cumva se poate folosi cardul de fidelitate . Pana la urma s-a rezolvat . Mulțumesc",". aveam un cont pe mail, fapt care s - a mai întâmplat si in alte cazuri si totuși nu a fost nimeni sa bage un cod in pc si sa activeze bonusul primit. mi s - a spus ca trebuie sa vin cu el, ceea ce ar fi corect si conform cu ce scrie in mail. in alte cazuri s - a putut face un efort. aici a trebui sa întreb eu daca nu cumva se poate folosi ceva de aici. pana la urma s - a rezolvat. mulțumesc"
"Trebuie făcut ceva referitor la acel loc de test pentru biciclete, trotinete etc deoarece este mult prea mic. Ideea este binevenită însă spațiul acela nu este deloc satisfăcător pentru probarea bicicletelor.Trebuie un spațiu de minim 3-4 ori mai mare și cu mai multe modele de biciclete pentru test deoarece nu testăm mersul pe bicicletă ci un anume model de bicicletă care ne-ar interesa. Eu unul am renunțat imediat la a proba singura bicicletă disponibilă pentru test la adulți deoarece nu aveam cum să merg mai mult de 2 metri fără să dau peste altcineva.",435111,"{'choices': ['service - positive', 'shop diversity - negative', 'shop organization - negative']}",26,service; shop diversity; shop organization,service; shop diversity; shop organization,Positive; Negative; Negative,manual,"Trebuie făcut ceva referitor la acel loc de test pentru biciclete, trotinete etc deoarece este mult prea mic. Ideea este binevenită însă spațiul acela nu este deloc satisfăcător pentru probarea bicicletelor.Trebuie un spațiu de minim 3-4 ori mai mare și cu mai multe modele de biciclete pentru test deoarece nu testăm mersul pe bicicletă ci un anume model de bicicletă care ne-ar interesa. Eu unul am renunțat imediat la a proba singura bicicletă disponibilă pentru test la adulți deoarece nu aveam cum să merg mai mult de 2 metri fără să dau peste altcineva.",". trebuie făcut ceva referitor la acel număr de test pentru biciclete, trotinete etc deoarece este mult prea mic. ideea este că însă, acela nu este deloc satisfăcător pentru începători. vrem un spațiu de minim 3 - 4 ori mai mare și cu mai multe modele de biciclete pentru test deoarece nu este mersul pe bicicletă ci un anume model de mașină care ne - ar plăcea. eu unul am trecut imediat la a avea o bicicletă disponibilă pentru test la adulți deoarece nu aveam cum să merg mai mult de 2 metri fără să dau peste altcineva."
Era foarte cald in magazin. Poate că ar fi bine sa se utilizeze aerul condiționat pe o temperatura mai plăcuta.,435113,environment - negative,26,environment,environment,Negative,manual,Era foarte cald in magazin. Poate că ar fi bine sa se utilizeze aerul condiționat pe o temperatura mai plăcuta.,. era foarte cald in camera. poate că ar fi bine sa se utilizc aerul rece pe o temperatura mai plăcuta.
"Ca de obicei...relaxant...placut, personal plin de viata!",435121,"{'choices': ['environment - positive', 'staff competency - positive']}",26,environment; staff competency,environment; staff competency,Positive; Positive,manual,"Ca de obicei...relaxant...placut, personal plin de viata!",". ca de obicei... relaxant... vesel, dar plin de viata!"
"Nu mi-a placut faptul ca preturile nu sunt afisate pentru fiecare produs in parte. Trebuie sa cauti tot magazinul un angajat Decathlon ca sa iti citeasca codul de bare pentru un pret, iar personalul nu este foarte usor de gasit...",435122,"{'choices': ['shop organization - negative', 'staff availability - negative']}",26,shop organization; staff availability,shop organization; staff availability,Negative; Negative,manual,"Nu mi-a placut faptul ca preturile nu sunt afisate pentru fiecare produs in parte. Trebuie sa cauti tot magazinul un angajat Decathlon ca sa iti citeasca codul de bare pentru un pret, iar personalul nu este foarte usor de gasit...",". nu mi - a placut faptul ca preturi nu sunt afisate pentru fiecare produs in parte. trebuie sa aiba tot magazinul un cod decathlon ca sa iti citeasca codul de bare pentru un pret, iar personalul nu este foarte bun de gasit..."
Faptul ca ati optimizat structura caselor de marcat a imbunatatit considerabil experienta de la casa,435125,service - positive,26,service,service,Positive,manual,Faptul ca ati optimizat structura caselor de marcat a imbunatatit considerabil experienta de la casa,. faptul ca ati optimizat pretul caselos de marcat a ajutat considerabil experienta de la casa
"Mereu gasesc disponibilitate din partea angajatilor, si la telefon, si in magazin.",435127,"{'choices': ['staff availability - positive', 'staff competency - positive']}",26,staff availability; staff competency,staff availability; staff competency,Positive; Positive,manual,"Mereu gasesc disponibilitate din partea angajatilor, si la telefon, si in magazin.",". mereu gasesc disponibilitate din partea lor, si la birou, si in magazin."
Mi-a placut si faptul ca copiii mei (doi baieti de 13 ani) au fost foarte incantati si au legat prietenii cu alti copii.,435129,misc - neutral,26,misc,misc,Neutral,manual,Mi-a placut si faptul ca copiii mei (doi baieti de 13 ani) au fost foarte incantati si au legat prietenii cu alti copii.,activi mi - a placut si faptul ca copiii mei ( doi baieti de 13 ani ) au fost foarte incantati si au interat cu alti copii.
Cred ca se poate veni cu oferte de preturi mult mai bune care sa atraga clientii sa revina si sa mai aduca si pe altii.,435130,promotions - negative,26,promotions,promotions,Negative,manual,Cred ca se poate veni cu oferte de preturi mult mai bune care sa atraga clientii sa revina si sa mai aduca si pe altii.,. cred ca se poate si cu oferte de preturi mult mai bune care sa atraga lumea sa revina si sa mai aduca si pe altii.
Recomand cu cea mai mare placere serviciile Decathlon. Mi-a placut amabiliatea personalului din ambele magazine deoarece m-au ajutat de 2 ori. O data In Decathlon Berceni sa gasesc perechea de adidasi pe care o voiam si unde nu aveau numarul meu dar m-a ajutat sa gasesc perechea de adidasi in stocul celor din Pallady si a doua in magazinul din Pallady baiatul de acolo m-a ajutat sa obtin discountul care era aplicat in Decathlon Berceni la acea pereche de adidasi si nu era aplicata si la ei. Feicitari si mersi.,435138,"{'choices': ['service - positive', 'staff competency - positive']}",26,service; staff competency,service; staff competency,Positive; Positive,manual,Recomand cu cea mai mare placere serviciile Decathlon. Mi-a placut amabiliatea personalului din ambele magazine deoarece m-au ajutat de 2 ori. O data In Decathlon Berceni sa gasesc perechea de adidasi pe care o voiam si unde nu aveau numarul meu dar m-a ajutat sa gasesc perechea de adidasi in stocul celor din Pallady si a doua in magazinul din Pallady baiatul de acolo m-a ajutat sa obtin discountul care era aplicat in Decathlon Berceni la acea pereche de adidasi si nu era aplicata si la ei. Feicitari si mersi.,. recomand cu cea mai mare placere serviciile decathlon. mi - a placut amabiliatea celor din ambele magazine deoarece m - au ajutat de 2 ori. o data in decathlon berceni sa gasesc marca de ghete pe care o voiam si unde nu era numarul meu dar m - a ajutat sa gasesc stocul de adidasi in stocul celor din pallady si a doua in magazinul din pallad. baiatul de acolo m - a ajutat sa verific care era pretul in decathlon berceni la acea pereche de adidas si nu era stoc si la ei. pacitari si mersi.
